Title,Citations,DOI,Source
Experienced Gray Wolf Optimization Through Reinforcement Learning and Neural Networks,138,10.1109/TNNLS.2016.2634548,IEEE Transactions on Neural Networks and Learning Systems
Transductive Face Sketch-Photo Synthesis,139,10.1109/TNNLS.2013.2258174,IEEE Transactions on Neural Networks and Learning Systems
New Generation Deep Learning for Video Object Detection: A Survey,140,10.1109/TNNLS.2021.3053249,IEEE Transactions on Neural Networks and Learning Systems
A Deep One-Class Neural Network for Anomalous Event Detection in Complex Scenes,135,10.1109/TNNLS.2019.2933554,IEEE Transactions on Neural Networks and Learning Systems
<i>H</i><sub>∞</sub> State Estimation for Discrete-Time Nonlinear Singularly Perturbed Complex Networks Under the Round-Robin Protocol,149,10.1109/TNNLS.2018.2839020,IEEE Transactions on Neural Networks and Learning Systems
Kernel-Based Multilayer Extreme Learning Machines for Representation Learning,142,10.1109/TNNLS.2016.2636834,IEEE Transactions on Neural Networks and Learning Systems
A New Discriminative Sparse Representation Method for Robust Face Recognition via <i>l</i><sub>2</sub> Regularization,138,10.1109/TNNLS.2016.2580572,IEEE Transactions on Neural Networks and Learning Systems
Privacy and Robustness in Federated Learning: Attacks and Defenses,145,10.1109/TNNLS.2022.3216981,IEEE Transactions on Neural Networks and Learning Systems
Novel Finite-Time Synchronization Criteria for Inertial Neural Networks With Time Delays via Integral Inequality Method,148,10.1109/TNNLS.2018.2868800,IEEE Transactions on Neural Networks and Learning Systems
A Digital Liquid State Machine With Biologically Inspired Learning and Its Application to Speech Recognition,127,10.1109/TNNLS.2015.2388544,IEEE Transactions on Neural Networks and Learning Systems
Temporal Attention-Augmented Bilinear Network for Financial Time-Series Data Analysis,140,10.1109/TNNLS.2018.2869225,IEEE Transactions on Neural Networks and Learning Systems
Stability Analysis of Quaternion-Valued Neural Networks: Decomposition and Direct Approaches,144,10.1109/TNNLS.2017.2755697,IEEE Transactions on Neural Networks and Learning Systems
Growing Echo-State Network With Multiple Subreservoirs,136,10.1109/TNNLS.2016.2514275,IEEE Transactions on Neural Networks and Learning Systems
Distributed Finite-Time Fault-Tolerant Containment Control for Multiple Unmanned Aerial Vehicles,143,10.1109/TNNLS.2019.2927887,IEEE Transactions on Neural Networks and Learning Systems
Asymptotically Stable Adaptive-Optimal Control Algorithm With Saturating Actuators and Relaxed Persistence of Excitation,140,10.1109/TNNLS.2015.2487972,IEEE Transactions on Neural Networks and Learning Systems
Learning From Adaptive Neural Dynamic Surface Control of Strict-Feedback Systems,139,10.1109/TNNLS.2014.2335749,IEEE Transactions on Neural Networks and Learning Systems
Controllability and Observability of Boolean Control Networks With Time-Variant Delays in States,141,10.1109/TNNLS.2013.2246187,IEEE Transactions on Neural Networks and Learning Systems
New Algebraic Criteria for Synchronization Stability of Chaotic Memristive Neural Networks With Time-Varying Delays,141,10.1109/TNNLS.2013.2264106,IEEE Transactions on Neural Networks and Learning Systems
Event-Triggered Approximate Optimal Path-Following Control for Unmanned Surface Vehicles With State Constraints,144,10.1109/TNNLS.2021.3090054,IEEE Transactions on Neural Networks and Learning Systems
Event-Triggered Optimal Control With Performance Guarantees Using Adaptive Dynamic Programming,144,10.1109/TNNLS.2019.2899594,IEEE Transactions on Neural Networks and Learning Systems
Event-Based Impulsive Control of Continuous-Time Dynamic Systems and Its Application to Synchronization of Memristive Neural Networks,144,10.1109/TNNLS.2017.2731865,IEEE Transactions on Neural Networks and Learning Systems
Connections Between Nuclear-Norm and Frobenius-Norm-Based Representations,139,10.1109/TNNLS.2016.2608834,IEEE Transactions on Neural Networks and Learning Systems
On Extended Dissipativity of Discrete-Time Neural Networks With Time Delay,144,10.1109/TNNLS.2015.2399421,IEEE Transactions on Neural Networks and Learning Systems
Global Stability Criterion for Delayed Complex-Valued Recurrent Neural Networks,141,10.1109/TNNLS.2013.2288943,IEEE Transactions on Neural Networks and Learning Systems
Developing a Local Least-Squares Support Vector Machines-Based Neuro-Fuzzy Model for Nonlinear and Chaotic Time Series Prediction,130,10.1109/TNNLS.2012.2227148,IEEE Transactions on Neural Networks and Learning Systems
Commonality Autoencoder: Learning Common Features for Change Detection From Heterogeneous Images,140,10.1109/TNNLS.2021.3056238,IEEE Transactions on Neural Networks and Learning Systems
Deep Learning Method Based on Gated Recurrent Unit and Variational Mode Decomposition for Short-Term Wind Power Interval Prediction,137,10.1109/TNNLS.2019.2946414,IEEE Transactions on Neural Networks and Learning Systems
Multistability Analysis of Quaternion-Valued Neural Networks With Time Delays,143,10.1109/TNNLS.2018.2801297,IEEE Transactions on Neural Networks and Learning Systems
Robust Kernel Low-Rank Representation,134,10.1109/TNNLS.2015.2472284,IEEE Transactions on Neural Networks and Learning Systems
Intelligent Tracking Control for a Class of Uncertain High-Order Nonlinear Systems,141,10.1109/TNNLS.2015.2460236,IEEE Transactions on Neural Networks and Learning Systems
Multiview Vector-Valued Manifold Regularization for Multilabel Image Classification,133,10.1109/TNNLS.2013.2238682,IEEE Transactions on Neural Networks and Learning Systems
Dissipativity Analysis for Discrete-Time Stochastic Neural Networks With Time-Varying Delays,142,10.1109/TNNLS.2012.2232938,IEEE Transactions on Neural Networks and Learning Systems
Fault Detection and Diagnosis of Induction Motors Using Motor Current Signature Analysis and a Hybrid FMM-CART Model,132,10.1109/TNNLS.2011.2178443,IEEE Transactions on Neural Networks and Learning Systems
Dynamically Weighted Balanced Loss: Class Imbalanced Learning and Confidence Calibration of Deep Neural Networks,138,10.1109/TNNLS.2020.3047335,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Backstepping-Based Neural Tracking Control for MIMO Nonlinear Switched Systems Subject to Input Delays,141,10.1109/TNNLS.2017.2690465,IEEE Transactions on Neural Networks and Learning Systems
Knowledge-Leverage-Based TSK Fuzzy System Modeling,121,10.1109/TNNLS.2013.2253617,IEEE Transactions on Neural Networks and Learning Systems
Kernel Recursive Least-Squares Tracker for Time-Varying Regression,137,10.1109/TNNLS.2012.2200500,IEEE Transactions on Neural Networks and Learning Systems
BaGFN: Broad Attentive Graph Fusion Network for High-Order Feature Interactions,141,10.1109/TNNLS.2021.3116209,IEEE Transactions on Neural Networks and Learning Systems
Generalized Uncorrelated Regression with Adaptive Graph for Unsupervised Feature Selection,134,10.1109/TNNLS.2018.2868847,IEEE Transactions on Neural Networks and Learning Systems
An Adaptive NN-Based Approach for Fault-Tolerant Control of Nonlinear Time-Varying Delay Systems With Unmodeled Dynamics,139,10.1109/TNNLS.2016.2558195,IEEE Transactions on Neural Networks and Learning Systems
Structure-Constrained Low-Rank Representation,132,10.1109/TNNLS.2014.2306063,IEEE Transactions on Neural Networks and Learning Systems
Domain Adaptation With Neural Embedding Matching,141,10.1109/TNNLS.2019.2935608,IEEE Transactions on Neural Networks and Learning Systems
Neural Adaptive Backstepping Control of a Robotic Manipulator With Prescribed Performance Constraint,134,10.1109/TNNLS.2018.2854699,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Sliding Mode Control of Dynamic Systems Using Double Loop Recurrent Neural Network Structure,138,10.1109/TNNLS.2017.2672998,IEEE Transactions on Neural Networks and Learning Systems
Different Complex ZFs Leading to Different Complex ZNN Models for Time-Varying Complex Generalized Inverse Matrices,140,10.1109/TNNLS.2013.2271779,IEEE Transactions on Neural Networks and Learning Systems
Dynamic Sampling Approach to Training Neural Networks for Multiclass Imbalance Classification,130,10.1109/TNNLS.2012.2228231,IEEE Transactions on Neural Networks and Learning Systems
Hyperspectral Image Super-Resolution via Deep Spatiospectral Attention Convolutional Neural Networks,136,10.1109/TNNLS.2021.3084682,IEEE Transactions on Neural Networks and Learning Systems
A Systematic Study of Online Class Imbalance Learning With Concept Drift,136,10.1109/TNNLS.2017.2771290,IEEE Transactions on Neural Networks and Learning Systems
A Switching Approach to Designing Finite-Time Synchronization Controllers of Coupled Neural Networks,138,10.1109/TNNLS.2015.2448549,IEEE Transactions on Neural Networks and Learning Systems
Optimal Control of Nonlinear Continuous-Time Systems in Strict-Feedback Form,135,10.1109/TNNLS.2015.2441712,IEEE Transactions on Neural Networks and Learning Systems
New Delay-Dependent Stability Criteria for Neural Networks With Time-Varying Delay Using Delay-Decomposition Approach,137,10.1109/TNNLS.2013.2285564,IEEE Transactions on Neural Networks and Learning Systems
Neural Observer and Adaptive Neural Control Design for a Class of Nonlinear Systems,135,10.1109/TNNLS.2017.2760903,IEEE Transactions on Neural Networks and Learning Systems
Augmented Real-Valued Time-Delay Neural Network for Compensation of Distortions and Impairments in Wireless Transmitters,135,10.1109/TNNLS.2018.2838039,IEEE Transactions on Neural Networks and Learning Systems
Multitarget Sparse Latent Regression,124,10.1109/TNNLS.2017.2651068,IEEE Transactions on Neural Networks and Learning Systems
Infinite Horizon Self-Learning Optimal Control of Nonaffine Discrete-Time Nonlinear Systems,132,10.1109/TNNLS.2015.2401334,IEEE Transactions on Neural Networks and Learning Systems
Innovative Second-Generation Wavelets Construction With Recurrent Neural Networks for Solar Radiation Forecasting,133,10.1109/TNNLS.2012.2216546,IEEE Transactions on Neural Networks and Learning Systems
Event-Triggered Output Feedback Synchronization of Master-Slave Neural Networks Under Deception Attacks,139,10.1109/TNNLS.2020.3030638,IEEE Transactions on Neural Networks and Learning Systems
A Survey of Modulation Classification Using Deep Learning: Signal Representation and Data Preprocessing,130,10.1109/TNNLS.2021.3085433,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Neural Output-Feedback Control for a Class of Nonlower Triangular Nonlinear Systems With Unmodeled Dynamics,136,10.1109/TNNLS.2017.2716947,IEEE Transactions on Neural Networks and Learning Systems
Exponential Stability of Complex-Valued Memristive Recurrent Neural Networks,137,10.1109/TNNLS.2015.2513001,IEEE Transactions on Neural Networks and Learning Systems
Fraction Dynamic-Surface-Based Neuroadaptive Finite-Time Containment Control of Multiagent Systems in Nonaffine Pure-Feedback Form,136,10.1109/TNNLS.2015.2511005,IEEE Transactions on Neural Networks and Learning Systems
On the Universality of Axon P Systems,136,10.1109/TNNLS.2015.2396940,IEEE Transactions on Neural Networks and Learning Systems
Distributed Containment Control for Multiple Unknown Second-Order Nonlinear Systems With Application to Networked Lagrangian Systems,134,10.1109/TNNLS.2014.2359955,IEEE Transactions on Neural Networks and Learning Systems
Multilayer Sparsity-Based Tensor Decomposition for Low-Rank Tensor Completion,136,10.1109/TNNLS.2021.3083931,IEEE Transactions on Neural Networks and Learning Systems
Learning-Based Robust Tracking Control of Quadrotor With Time-Varying and Coupling Uncertainties,128,10.1109/TNNLS.2019.2900510,IEEE Transactions on Neural Networks and Learning Systems
High-Performance Mixed-Signal Neurocomputing With Nanoscale Floating-Gate Memory Cell Arrays,120,10.1109/TNNLS.2017.2778940,IEEE Transactions on Neural Networks and Learning Systems
Pinning Control Design for the Stabilization of Boolean Networks,129,10.1109/TNNLS.2015.2449274,IEEE Transactions on Neural Networks and Learning Systems
DISC: Deep Image Saliency Computing via Progressive Representation Learning,121,10.1109/TNNLS.2015.2506664,IEEE Transactions on Neural Networks and Learning Systems
Neuroadaptive Fault-Tolerant Control of Quadrotor UAVs: A More Affordable Solution,130,10.1109/TNNLS.2018.2876130,IEEE Transactions on Neural Networks and Learning Systems
Shared Predictive Cross-Modal Deep Quantization,133,10.1109/TNNLS.2018.2793863,IEEE Transactions on Neural Networks and Learning Systems
Jointly Learning Structured Analysis Discriminative Dictionary and Analysis Multiclass Classifier,134,10.1109/TNNLS.2017.2740224,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Dynamic Programming for Discrete-Time Zero-Sum Games,132,10.1109/TNNLS.2016.2638863,IEEE Transactions on Neural Networks and Learning Systems
Effective Discriminative Feature Selection With Nontrivial Solution,131,10.1109/TNNLS.2015.2424721,IEEE Transactions on Neural Networks and Learning Systems
"Multiclass from Binary: Expanding One-Versus-All, One-Versus-One and ECOC-Based Approaches",132,10.1109/TNNLS.2013.2274735,IEEE Transactions on Neural Networks and Learning Systems
Single Image Super-Resolution With Multiscale Similarity Learning,121,10.1109/TNNLS.2013.2262001,IEEE Transactions on Neural Networks and Learning Systems
Synchronization Error Estimation and Controller Design for Delayed Lur'e Systems With Parameter Mismatches,134,10.1109/TNNLS.2012.2205941,IEEE Transactions on Neural Networks and Learning Systems
